Date,NVDA Adj. Close,NVDA P/S (LTM),NVDA P/FCF (LTM),NVDA P/E (LTM),NVDA Debt/Equity (LTM),actual_returns,ps_sma_fast,ps_sma_slow,ps_ema_fast,ps_ema_slow,pfcf_sma_fast,pfcf_sma_slow,pfcf_ema_fast,pfcf_ema_slow,pe_sma_fast,pe_sma_slow,pe_ema_fast,pe_ema_slow,ps_RSI,ps_bb_upper,ps_bb_mid,ps_bb_lower,pfcf_RSI,pfcf_bb_upper,pfcf_bb_mid,pfcf_bb_lower,pe_RSI,pe_bb_upper,pe_bb_mid,pe_bb_lower,ps_Signal_sma,ps_Signal_ema,ps_Signal_bb_rsi,pfcf_Signal_sma,pfcf_Signal_ema,pfcf_Signal_bb_rsi,pe_Signal_sma,pe_Signal_ema,pe_Signal_bb_rsi,ps_Entry/Exit_sma,ps_Entry/Exit_ema,pfcf_Entry/Exit_sma,pfcf_Entry/Exit_ema,pe_Entry/Exit_sma,pe_Entry/Exit_ema,ps_Position_sma,ps_Position_ema,pfcf_Position_sma,pfcf_Position_ema,pe_Position_sma,pe_Position_ema,ps_Entry/Exit Position_sma,ps_Entry/Exit Position_ema,pfcf_Entry/Exit Position_sma,pfcf_Entry/Exit Position_ema,pe_Entry/Exit Position_sma,pe_Entry/Exit Position_ema,ps_Portfolio Holdings_sma,ps_Portfolio Holdings_ema,pfcf_Portfolio Holdings_sma,pfcf_Portfolio Holdings_ema,pe_Portfolio Holdings_sma,pe_Portfolio Holdings_ema,ps_Portfolio Cash_sma,ps_Portfolio Cash_ema,pfcf_Portfolio Cash_sma,pfcf_Portfolio Cash_ema,pe_Portfolio Cash_sma,pe_Portfolio Cash_ema,ps_Portfolio Total_sma,ps_Portfolio Total_ema,pfcf_Portfolio Total_sma,pfcf_Portfolio Total_ema,pe_Portfolio Total_sma,pe_Portfolio Total_ema,ps_Portfolio Daily Returns_sma,ps_Portfolio Daily Returns_ema,pfcf_Portfolio Daily Returns_sma,pfcf_Portfolio Daily Returns_ema,pe_Portfolio Daily Returns_sma,pe_Portfolio Daily Returns_ema,ps_Portfolio Cumulative Returns_sma,ps_Portfolio Cumulative Returns_ema,pfcf_Portfolio Cumulative Returns_sma,pfcf_Portfolio Cumulative Returns_ema,pe_Portfolio Cumulative Returns_sma,pe_Portfolio Cumulative Returns_ema
2019-01-16,36.919241833968,7.309000161004668,26.78241887905605,19.890088684886152,,-0.0068726229398812,7.037932700048302,,7.1184709608607575,6.755550026667984,25.789144542772863,,26.084261438292724,24.75440779683471,19.152428851907302,,19.371598795100475,18.383976766411973,,,,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18459.620916984,0.0,18459.620916984,0.0,18459.620916984,100000.0,82215.06557716,100000.0,82215.06557716,100000.0,82215.06557716,100000.0,100674.686494144,100000.0,100674.686494144,100000.0,100674.686494144,0.0,-0.0012672705371777893,0.0,-0.0012672705371777893,0.0,-0.0012672705371777893,0.0,0.006746864941439723,0.0,0.006746864941439723,0.0,0.006746864941439723
2019-01-17,37.633615768944,7.450426662373209,27.30064896755162,20.274954684701203,,0.0193496371943024,7.154462244405087,,7.17882654295393,6.769309960048285,26.21614454277286,,26.305422807248885,24.804828414076624,19.469542399671585,,19.535845320482423,18.421421873704823,,,,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18816.807884472,0.0,18816.807884472,0.0,18816.807884472,100000.0,82215.06557716,100000.0,82215.06557716,100000.0,82215.06557716,100000.0,101031.873461632,100000.0,101031.873461632,100000.0,101031.873461632,0.0,0.0035479322551332793,0.0,0.0035479322551332793,0.0,0.0035479322551332793,0.0,0.010318734616319825,0.0,0.010318734616319825,0.0,0.010318734616319825
2019-01-18,38.925938061036,7.706271131862824,28.23814159292036,20.971187969088845,,0.0343395728974427,7.256308967960071,,7.274725559119183,6.787863646618869,26.589342182890856,,26.656826222825515,24.87281481365769,19.746699373149504,,19.79681671113813,18.471912291435203,,,,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19462.969030518,0.0,19462.969030518,0.0,19462.969030518,100000.0,82215.06557716,100000.0,82215.06557716,100000.0,82215.06557716,100000.0,101678.034607678,100000.0,101678.034607678,100000.0,101678.034607678,0.0,0.006395616788115621,0.0,0.006395616788115621,0.0,0.006395616788115621,0.0,0.016780346076779695,0.0,0.016780346076779695,0.0,0.016780346076779695
2019-01-22,36.901878578604,7.305562711318628,26.76982300884956,19.8807343029462,,-0.0519977059835595,7.282679117694412,,7.280332314064537,6.798115113246587,26.68597050147493,,26.677371093011704,24.91037933237436,19.818460846031687,,19.81207445510324,18.49980975700968,,,,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18450.939289301998,0.0,18450.939289301998,0.0,18450.939289301998,100000.0,82215.06557716,100000.0,82215.06557716,100000.0,82215.06557716,100000.0,100666.004866462,100000.0,100666.004866462,100000.0,100666.004866462,0.0,-0.009953277963336782,0.0,-0.009953277963336782,0.0,-0.009953277963336782,0.0,0.006660048664619778,0.0,0.006660048664619778,0.0,0.006660048664619778
2019-01-23,37.03086276130799,7.331098051843503,26.86339233038348,19.95022399735725,,0.003495328359212,7.329133794880052,,7.2895624482061665,6.808669230842567,26.85619469026549,,26.71119313617021,24.94905285708741,19.94487863624871,,19.837192553694877,18.52853083107597,61.63018330663817,,,,61.6301833066382,,,,61.63018330663815,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18515.431380653998,0.0,18515.431380653998,0.0,18515.431380653998,100000.0,82215.06557716,100000.0,82215.06557716,100000.0,82215.06557716,100000.0,100730.496957814,100000.0,100730.496957814,100000.0,100730.496957814,0.0,0.0006406541258645593,0.0,0.0006406541258645593,0.0,0.0006406541258645593,0.0,0.007304969578139753,0.0,0.007304969578139753,0.0,0.007304969578139753
2019-01-24,39.151660380768,7.750957977781355,28.40188790560472,21.092794934308184,,0.0572710831268004,7.404070198035744,,7.373452544492563,6.827328413950265,27.13078466076696,,27.018592185158298,25.01742582834518,20.1488041625396,,20.065483895624567,18.579308338070664,67.03247585776961,,,,67.03247585776964,,,,67.0324758577696,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19575.830190384,0.0,19575.830190384,0.0,19575.830190384,100000.0,82215.06557716,100000.0,82215.06557716,100000.0,82215.06557716,100000.0,101790.895767544,100000.0,101790.895767544,100000.0,101790.895767544,0.0,0.010527088039425703,0.0,0.010527088039425703,0.0,0.010527088039425703,0.0,0.017908957675439874,0.0,0.017908957675439874,0.0,0.017908957675439874
2019-01-25,39.72464780778,7.864393817420705,28.81755162241888,21.40148953832651,,0.0146350734921441,7.477336982772501,,7.462714594115861,6.847864362533838,27.39925663716814,,27.345675719205676,25.09267584406941,20.348186131888237,,20.308394012479464,18.63519311431336,68.32986092097588,,,,68.3298609209759,,,,68.32986092097588,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19862.32390389,0.0,19862.32390389,0.0,19862.32390389,100000.0,82215.06557716,100000.0,82215.06557716,100000.0,82215.06557716,100000.0,102077.38948104999,100000.0,102077.38948104999,100000.0,102077.38948104999,0.0,0.002814531804103959,0.0,0.002814531804103959,0.0,0.002814531804103959,0.0,0.020773894810499627,0.0,0.020773894810499627,0.0,0.020773894810499627
2019-01-28,34.232898182651994,6.777177588150057,24.833657817109145,18.442832164748307,,-0.1382453949422418,7.424203831911126,,7.338071502122078,6.846464624427229,27.2045604719764,,26.888945191551755,25.087546774228613,20.203594113902163,,19.96920094925561,18.6313839865992,48.592078510905246,,,,48.592078510905246,,,,48.592078510905246,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17116.449091325998,0.0,17116.449091325998,0.0,17116.449091325998,100000.0,82215.06557716,100000.0,82215.06557716,100000.0,82215.06557716,100000.0,99331.514668486,100000.0,99331.514668486,100000.0,99331.514668486,0.0,-0.02689993177258665,0.0,-0.02689993177258665,0.0,-0.02689993177258665,0.0,-0.006684853315140349,0.0,-0.006684853315140349,0.0,-0.006684853315140349
2019-01-29,32.64292008432,6.462405409756883,23.68023598820059,17.58623804710439,,-0.0464459097166871,7.331687328932539,,7.178859485328406,6.83885949146346,26.865551622418884,,26.305543518215178,25.059679233911226,19.95182760568981,,19.535934967046305,18.61068802740128,44.577256868947416,,,,44.577256868947416,,,,44.577256868947416,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16321.460042159999,0.0,16321.460042159999,0.0,16321.460042159999,100000.0,82215.06557716,100000.0,82215.06557716,100000.0,82215.06557716,100000.0,98536.52561932,100000.0,98536.52561932,100000.0,98536.52561932,0.0,-0.008003391993157694,0.0,-0.008003391993157694,0.0,-0.008003391993157694,0.0,-0.014634743806800188,0.0,-0.014634743806800188,0.0,-0.014634743806800188
2019-01-30,34.079109349427995,6.746731605216551,24.72209439528024,18.35997906756589,,0.0439969604863221,7.270402511672839,,7.100290779853523,6.837035176884313,26.640985250737465,,26.017643677681548,25.052994385621503,19.78505233910329,,19.32212480350441,18.60572349354315,48.70032588130648,7.963095318149502,7.123181452262115,6.283267586374727,48.7003258813065,29.179224201195403,26.101522123893808,23.023820046592213,48.700325881306455,21.670087371077848,19.384417524018048,17.098747676958247,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17039.554674713996,0.0,17039.554674713996,0.0,17039.554674713996,100000.0,82215.06557716,100000.0,82215.06557716,100000.0,82215.06557716,100000.0,99254.620251874,100000.0,99254.620251874,100000.0,99254.620251874,0.0,0.007287598461998224,0.0,0.007287598461998224,0.0,0.007287598461998224,0.0,-0.007453797481260183,0.0,-0.007453797481260183,0.0,-0.007453797481260183
2019-01-31,35.6566851225,7.05904846240541,25.866519174041297,19.209891483824133,,0.0462915787175195,7.245407341812912,,7.092792176681138,6.841431479567898,26.54939528023599,,25.990166495201503,25.069103787372388,19.71703261899709,,19.30171874538072,18.61768721612297,52.84967970395664,7.958527414981991,7.141670020930606,6.324812626879221,52.84967970395667,29.162486002627148,26.169269911504426,23.176053820381703,52.84967970395664,21.657656669599668,19.4347307354522,17.211804801304737,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17828.34256125,0.0,17828.34256125,0.0,17828.34256125,100000.0,82215.06557716,100000.0,82215.06557716,100000.0,82215.06557716,100000.0,100043.40813841,100000.0,100043.40813841,100000.0,100043.40813841,0.0,0.007947115051514242,0.0,0.007947115051514242,0.0,0.007947115051514242,0.0,0.0004340813840997271,0.0,0.0004340813840997271,0.0,0.0004340813840997271
2019-02-01,35.899770697596,7.107172758009982,26.04286135693216,19.340852830983422,,0.0068173913043476,7.21108195137659,,7.0954068278318365,6.846693683101405,26.42361651917404,,25.99974737915253,25.08838611548248,19.62362243362531,,19.30883403367212,18.63200732730833,53.47415289094566,7.899713342076971,7.182772097890839,6.465830853704706,53.47415289094569,28.94697319624771,26.319880530973457,23.6927878656992,53.47415289094566,21.497605075642767,19.54658241664845,17.595559757654136,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17949.885348797998,0.0,17949.885348797998,0.0,17949.885348797998,100000.0,82215.06557716,100000.0,82215.06557716,100000.0,82215.06557716,100000.0,100164.950925958,100000.0,100164.950925958,100000.0,100164.950925958,0.0,0.0012149005097850107,0.0,0.0012149005097850107,0.0,0.0012149005097850107,0.0,0.001649509259579629,0.0,0.001649509259579629,0.0,0.001649509259579629
2019-02-04,37.003577645736,7.325696345194011,26.843598820059,19.935524254308763,,0.0307469080356526,7.1730244727097086,,7.1372776491704135,6.856178884330962,26.284162241887906,,26.153174913862795,25.123142802701818,19.520056062147304,,19.422777710151507,18.65781954368457,56.30416203948007,7.896592261600633,7.21466672033489,6.532741179069147,56.30416203948009,28.935536599882948,26.436752212389383,23.937967824895814,56.30416203948007,21.48911163384504,19.633377717648408,17.777643801451774,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18501.788822868002,0.0,18501.788822868002,0.0,18501.788822868002,100000.0,82215.06557716,100000.0,82215.06557716,100000.0,82215.06557716,100000.0,100716.85440002801,100000.0,100716.85440002801,100000.0,100716.85440002801,0.0,0.00550994603369781,0.0,0.00550994603369781,0.0,0.00550994603369781,0.0,0.007168544000279775,0.0,0.007168544000279775,0.0,0.007168544000279775
2019-02-05,37.19457345474,7.363508291740461,26.982153392330385,20.0384224556482,,0.0051615498056039,7.178819030751892,,7.178410493274058,6.866225011210359,26.30539528023599,,26.30389827358417,25.15995489358555,19.535824877417504,,19.534713118423632,18.6851582152086,56.793889124162654,7.910783109749527,7.230749074223152,6.550715038696778,56.79388912416268,28.98753622103501,26.49568289085546,24.003829560675907,56.79388912416265,21.527729395779307,19.6771428617246,17.826556327669888,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18597.28672737,0.0,18597.28672737,0.0,18597.28672737,100000.0,82215.06557716,100000.0,82215.06557716,100000.0,82215.06557716,100000.0,100812.35230453,100000.0,100812.35230453,100000.0,100812.35230453,0.0,0.0009481819609127307,0.0,0.0009481819609127307,0.0,0.0009481819609127307,0.0,0.008123523045299619,0.0,0.008123523045299619,0.0,0.008123523045299619
2019-02-06,37.9511152956,7.513282885203671,27.53097345132744,20.44600624017456,,0.0203401133711236,7.197037514087908,,7.239296382715805,6.879038038418146,26.372153392330382,,26.527002851355675,25.20690575611509,19.585403101699235,,19.7004027769238,18.7200264929307,58.765272014017874,7.932190082795874,7.26308565448398,6.593981226172086,58.76527201401791,29.065977937607794,26.614174041297936,24.16237014498808,58.76527201401791,21.58598450359008,19.76514086897397,17.944297234357865,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18975.5576478,0.0,18975.5576478,0.0,18975.5576478,100000.0,82215.06557716,100000.0,82215.06557716,100000.0,82215.06557716,100000.0,101190.62322496,100000.0,101190.62322496,100000.0,101190.62322496,0.0,0.003752227894527671,0.0,0.003752227894527671,0.0,0.003752227894527671,0.0,0.011906232249599746,0.0,0.011906232249599746,0.0,0.011906232249599746
2019-02-07,36.567015796584,7.239269038802125,26.526902654867257,19.700328365532897,,-0.036470588235294,7.145868620189985,,7.239291411095135,6.886171325554463,26.18465486725664,,26.52698463381233,25.233044308565628,19.446156444821707,,19.70038924758,18.73943841120005,53.9181921847405,7.933432547814671,7.274969409112865,6.616506270411059,53.91819218474051,29.07053071060602,26.6577197640118,24.244908817417585,53.91819218474049,21.58936564175793,19.79748030368065,18.005594965603372,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18283.507898292002,0.0,18283.507898292002,0.0,18283.507898292002,100000.0,82215.06557716,100000.0,82215.06557716,100000.0,82215.06557716,100000.0,100498.573475452,100000.0,100498.573475452,100000.0,100498.573475452,0.0,-0.006839069940003162,0.0,-0.006839069940003162,0.0,-0.006839069940003162,0.0,0.004985734754519688,0.0,0.004985734754519688,0.0,0.004985734754519688
